id,State,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Issue_Year,Month,Month Name,Quarter,Annual_Income_Band,Interest_Rate_Band,DTI_Band,Empt_Lgth_Experience_Group
853014,Illonois,INDIVIDUAL,1 year,Weber Grill,C,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1065160,Debt consolidation,C2, 60 months,Verified,50004,0.0866,309,0.1427,13200,15,17271,2021,11,November,4,Middle Income,High Interest,Low DTI,New Employee
883617,New Jersey,INDIVIDUAL,2 years,"Hired By Matrix, Inc.",C,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1098942,Debt consolidation,C1, 60 months,Verified,110000,0.2047,574.55,0.1349,35000,63,31571,2021,11,November,4,High Income,High Interest,High DTI,Early Career
889534,Kansas,INDIVIDUAL,2 years,Jay Wolfe Acura,C,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1106036,Debt consolidation,C3, 60 months,Verified,175000,0.0843,660.99,0.1465,28000,33,36353,2021,11,November,4,High Income,High Interest,Low DTI,Early Career
759456,Colorado,INDIVIDUAL,4 years,State Of Colorado,C,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",959699,Debt consolidation,C4, 60 months,Verified,100800,0.0913,473.6,0.1479,20000,32,27920,2021,11,November,4,High Income,High Interest,Low DTI,Mid Career
773438,Washington,INDIVIDUAL,5 years,Osi Consulting,C,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",975486,Debt consolidation,C4, 60 months,Verified,159996,0.1277,592,0.1479,25000,21,34886,2021,11,November,4,High Income,High Interest,Moderate DTI,Mid Career
936437,Louisiana,INDIVIDUAL,1 year,Nisource,C,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1157188,Debt consolidation,C3, 60 months,Verified,65000,0.264,472.14,0.1465,20000,36,25966,2021,11,November,4,Upper Middle Income,High Interest,Very High DTI,New Employee
989598,Missouri,INDIVIDUAL,6 years,Us Bank,C,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1213764,Debt consolidation,C2, 60 months,Verified,25995,0.2468,155.09,0.1427,6625,26,8373,2021,11,November,4,Low Income,High Interest,High DTI,Experienced
1048064,Montana,INDIVIDUAL,< 1 year,Drumlummand Gold Corp,C,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1279202,Debt consolidation,C2, 60 months,Verified,65000,0.238,819.3,0.1427,35000,32,43427,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Long Term Employee
984541,Kansas,INDIVIDUAL,4 years,Wichita State University,C,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1208155,Debt consolidation,C1, 60 months,Verified,69200,0.2504,499.78,0.1349,21725,36,26946,2021,11,November,4,Upper Middle Income,High Interest,Very High DTI,Mid Career
1029762,Wisconsin,INDIVIDUAL,1 year,"Va Hospital Madison, Wi",C,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1259333,Debt consolidation,C3, 60 months,Verified,70000,0.1716,708.2,0.1465,30000,31,37530,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,New Employee
758317,New Jersey,INDIVIDUAL,2 years,"Zimmet Healthcare Services Group, Llc",D,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",958467,Debt consolidation,D5, 60 months,Verified,95000,0.2059,572.67,0.1749,22800,22,33748,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Early Career
1012816,Maryland,INDIVIDUAL,4 years,Levin Group,D,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1239974,Debt consolidation,D2, 60 months,Verified,52800,0.2127,618.23,0.1677,25000,52,33302,2021,11,November,4,Middle Income,High Interest,High DTI,Mid Career
776960,South Carolina,INDIVIDUAL,5 years,Citi Financial,D,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",979387,Debt consolidation,D4, 60 months,Verified,48504,0.2217,616.72,0.1807,24250,12,36338,2021,11,November,4,Middle Income,Very High Interest,High DTI,Mid Career
1010884,Arizona,INDIVIDUAL,6 years,Arizona State Credit Union,D,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1237928,Debt consolidation,D3, 60 months,Verified,51000,0.2264,339.98,0.1727,13600,20,18022,2021,11,November,4,Middle Income,High Interest,High DTI,Experienced
839657,Oregon,INDIVIDUAL,< 1 year,Westlake Financial,D,MORTGAGE,"Monday, November 8, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1049831,Debt consolidation,D3, 60 months,Verified,48000,0.268,521.08,0.1649,21200,22,29187,2021,11,November,4,Middle Income,High Interest,Very High DTI,Long Term Employee
885252,Oregon,INDIVIDUAL,1 year,Sierra Pacific Mortgage,D,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1100914,Debt consolidation,D3, 60 months,Verified,96000,0.0975,637.45,0.1727,35000,31,35008,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,New Employee
772278,Louisiana,INDIVIDUAL,1 year,Project Leadership Associates,D,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",974194,Debt consolidation,D4, 60 months,Verified,90000,0.2015,495.87,0.1689,20000,22,28695,2021,11,November,4,Upper Middle Income,High Interest,High DTI,New Employee
985454,Florida,INDIVIDUAL,4 years,Jk Harris,D,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1209117,Debt consolidation,D2, 60 months,Verified,79000,0.096,494.59,0.1677,20000,25,26629,2021,11,November,4,Upper Middle Income,High Interest,Low DTI,Mid Career
1038880,New York,INDIVIDUAL,8 years,Audiovox,D,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1268811,Debt consolidation,D2, 60 months,Verified,56500,0.2073,494.59,0.1677,20000,29,26168,2021,11,November,4,Middle Income,High Interest,High DTI,Experienced
882697,Missouri,INDIVIDUAL,< 1 year,Elsevier,D,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1097943,Debt consolidation,D2, 60 months,Verified,74000,0.2212,490.88,0.1677,24000,30,26940,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Long Term Employee
1028703,Minnesota,INDIVIDUAL,5 years,Hawkeye Foodservice,D,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1258061,Debt consolidation,D5, 60 months,Verified,51000,0.16,571.87,0.1825,22400,43,30260,2021,11,November,4,Middle Income,Very High Interest,Moderate DTI,Mid Career
764093,Arizona,INDIVIDUAL,3 years,Good Night Pediatrics,E,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",964770,Debt consolidation,E2, 60 months,Verified,140000,0.1641,525.57,0.1839,25000,33,31005,2021,11,November,4,High Income,Very High Interest,Moderate DTI,Early Career
812710,Ohio,INDIVIDUAL,5 years,United Electric,E,MORTGAGE,"Monday, November 8, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1019889,Debt consolidation,E4, 60 months,Verified,60000,0.1282,639.46,0.1929,24500,18,36397,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Mid Career
1053289,Alabama,INDIVIDUAL,8 years,Morgan Ashley Studio Salon,E,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1284866,Debt consolidation,E2, 60 months,Verified,50000,0.217,674.24,0.1903,25975,16,35703,2021,11,November,4,Middle Income,Very High Interest,High DTI,Experienced
965258,Pennysylvania,INDIVIDUAL,8 years,Readington Farms,E,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1169270,Debt consolidation,E5, 60 months,Verified,74000,0.1905,933.14,0.203,35000,21,51264,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Experienced
854441,Texas,INDIVIDUAL,9 years,Baylor University,E,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1066688,Debt consolidation,E1, 60 months,Verified,105000,0.1904,761.64,0.1799,30000,54,42596,2021,11,November,4,High Income,High Interest,Moderate DTI,Experienced
740743,Florida,INDIVIDUAL,< 1 year,Tng,E,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",938507,Debt consolidation,E3, 60 months,Verified,81000,0.2031,542.33,0.1879,21000,22,32478,2021,11,November,4,Upper Middle Income,Very High Interest,High DTI,Long Term Employee
769533,Arkansas,INDIVIDUAL,2 years,Deltic Timber,E,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",950285,Debt consolidation,E4, 60 months,Verified,38000,0.1986,422.83,0.1929,16200,18,24912,2021,11,November,4,Middle Income,Very High Interest,Moderate DTI,Early Career
850888,Kansas,INDIVIDUAL,4 years,Ws Packaging Group,E,MORTGAGE,"Monday, November 8, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1062750,Debt consolidation,E5, 60 months,Verified,96000,0.1065,658.05,0.1969,25000,33,36827,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Mid Career
879059,Colorado,INDIVIDUAL,6 years,Integrated Research,E,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1093867,Debt consolidation,E2, 60 months,Verified,70000,0.1973,210.91,0.1903,8125,22,11760,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Experienced
915599,Arizona,INDIVIDUAL,8 years,Eastern Arizona College,E,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1136150,Debt consolidation,E1, 60 months,Verified,46000,0.2246,411.89,0.1864,16000,16,21790,2021,11,November,4,Middle Income,Very High Interest,High DTI,Experienced
787050,Florida,INDIVIDUAL,8 years,Belcan Engineering Corp,E,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",990549,Debt consolidation,E2, 60 months,Verified,73000,0.1958,363.61,0.1839,20000,15,21087,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Experienced
965938,Florida,INDIVIDUAL,3 years,Legal Aid Of Western Ohio,F,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1186787,Debt consolidation,F4, 60 months,Verified,80000,0.2001,857.94,0.2206,31025,12,47171,2021,11,November,4,Upper Middle Income,Very High Interest,High DTI,Early Career
833322,New York,INDIVIDUAL,2 years,Centennial Elevator Industries Inc,F,MORTGAGE,"Monday, November 8, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1042898,Debt consolidation,F2, 60 months,Verified,125000,0.1723,530.77,0.2062,29700,41,29711,2021,11,November,4,High Income,Very High Interest,Moderate DTI,Early Career
1030982,California,INDIVIDUAL,4 years,Los Angeles County Fire Department,F,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1260403,Debt consolidation,F2, 60 months,Verified,120000,0.1127,952.39,0.2128,35000,32,50474,2021,11,November,4,High Income,Very High Interest,Moderate DTI,Mid Career
808395,Michigan,INDIVIDUAL,5 years,Allegiance Health,F,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1014023,Debt consolidation,F2, 60 months,Verified,58000,0.215,453.6,0.2062,24250,23,25975,2021,11,November,4,Middle Income,Very High Interest,High DTI,Mid Career
995714,Colorado,INDIVIDUAL,6 years,"Scheduling Consultants, Ltd.",F,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1220716,Debt consolidation,F1, 60 months,Verified,78500,0.0676,647.8,0.2089,24000,15,34922,2021,11,November,4,Upper Middle Income,Very High Interest,Low DTI,Experienced
1002396,Georgia,INDIVIDUAL,3 years,Southern Company,G,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1228454,Debt consolidation,G1, 60 months,Verified,130000,0.1656,841.24,0.2274,30000,25,45399,2021,11,November,4,High Income,Very High Interest,Moderate DTI,Early Career
998792,Washington,INDIVIDUAL,< 1 year,Snohomish County Pud,G,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1224156,Debt consolidation,G4, 60 months,Verified,90000,0.1391,574.32,0.2391,20000,17,31530,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Long Term Employee
888886,California,INDIVIDUAL,9 years,T M Motoin Picture Equipment Rentals,G,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1105324,Debt consolidation,G1, 60 months,Verified,86400,0.0428,224.34,0.2274,8000,6,12331,2021,11,November,4,Upper Middle Income,Very High Interest,Low DTI,Experienced
876159,Illonois,INDIVIDUAL,5 years,Errand Solutions,B,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1082410,Debt consolidation,B5, 60 months,Verified,52000,0.0813,400.31,0.1199,18000,14,22393,2021,11,November,4,Middle Income,Moderate Interest,Low DTI,Mid Career
768319,Pennysylvania,INDIVIDUAL,7 years,Westlake Woods Assisted Living,D,MORTGAGE,"Saturday, November 6, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",969603,Debt consolidation,D4, 60 months,Verified,25000,0.1531,309.92,0.1689,12500,21,17889,2021,11,November,4,Low Income,High Interest,Moderate DTI,Experienced
885976,Georgia,INDIVIDUAL,5 years,United States Government,C,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1101763,Debt consolidation,C2, 60 months,Source Verified,102000,0.1821,702.26,0.1427,30000,45,38598,2021,11,November,4,High Income,High Interest,Moderate DTI,Mid Career
819721,Illonois,INDIVIDUAL,6 years,"Marschel Wrecking, Inc.",D,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, May 16, 2021",Current,"Wednesday, June 16, 2021",1027868,Debt consolidation,D4, 60 months,Verified,38400,0.1381,297.53,0.1689,12000,18,16866,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Experienced
1053763,North Carolina,INDIVIDUAL,10+ years,"16Th Mp Bde, U.S. Army",F,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Thursday, December 2, 2021",Charged Off,"Friday, December 3, 2021",1285365,Debt consolidation,F1, 60 months,Verified,71316,0.1479,576.27,0.2089,35000,23,1151,2021,11,November,4,Upper Middle Income,Very High Interest,Moderate DTI,Long Term Employee
1032863,California,INDIVIDUAL,10+ years,"Wells Fargo Insurance Services Usa, Inc.",B,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Monday, December 6, 2021",Charged Off,"Tuesday, December 7, 2021",1262418,Debt consolidation,B5, 60 months,Not Verified,63000,0.2067,271.14,0.1269,12000,45,12973,2021,11,November,4,Upper Middle Income,High Interest,High DTI,Long Term Employee
1036603,California,INDIVIDUAL,10+ years,"Usa Properties Fund, Inc.",A,MORTGAGE,"Friday, November 12, 2021","Sunday, May 16, 2021","Wednesday, October 13, 2021",Charged Off,"Saturday, November 13, 2021",1266272,Debt consolidation,A5, 60 months,Not Verified,70000,0.0965,248.52,0.089,12000,31,5219,2021,11,November,4,Upper Middle Income,Moderate Interest,Low DTI,Long Term Employee
987927,Illonois,INDIVIDUAL,10+ years,Health Care Service Corp,B,MORTGAGE,"Wednesday, November 10, 2021","Sunday, May 16, 2021","Friday, August 13, 2021",Charged Off,"Monday, September 13, 2021",1212133,Debt consolidation,B1, 60 months,Not Verified,105996,0.1287,212.03,0.0991,10000,34,4664,2021,11,November,4,High Income,Moderate Interest,Moderate DTI,Long Term Employee
752742,Florida,INDIVIDUAL,10+ years,"Sci,Inc",B,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Monday, November 15, 2021",Charged Off,"Wednesday, December 15, 2021",952345,Debt consolidation,B2, 60 months,Not Verified,37000,0.157,137.85,0.1059,6400,17,7306,2021,11,November,4,Middle Income,Moderate Interest,Moderate DTI,Long Term Employee
729503,California,INDIVIDUAL,10+ years,Harbin & Mccarron,B,MORTGAGE,"Thursday, November 4, 2021","Sunday, May 16, 2021","Wednesday, July 14, 2021",Charged Off,"Saturday, August 14, 2021",925284,Debt consolidation,B3, 60 months,Not Verified,57600,0.0577,428.6,0.1037,20000,32,15858,2021,11,November,4,Middle Income,Moderate Interest,Low DTI,Long Term Employee
755450,California,INDIVIDUAL,10+ years,California Steel And Tube,B,MORTGAGE,"Friday, November 5, 2021","Sunday, May 16, 2021","Sunday, December 5, 2021",Charged Off,"Monday, December 6, 2021",955259,Debt consolidation,B4, 60 months,Not Verified,95000,0.2173,299.04,0.1149,13600,44,2990,2021,11,November,4,Upper Middle Income,Moderate Interest,High DTI,Long Term Employee
815728,Florida,INDIVIDUAL,10+ years,Tech Data Corporation,B,MORTGAGE,"Sunday, November 7, 2021","Sunday, May 16, 2021","Sunday, June 13, 2021",Charged Off,"Tuesday, July 13, 2021",1023406,Debt consolidation,B4, 60 months,Not Verified,40057,0.0833,307.83,0.1149,14000,15,6463,2021,11,November,4,Middle Income,Moderate Interest,Low DTI,Long Term Employee
843219,Florida,INDIVIDUAL,10+ years,Volusia County,C,MORTGAGE,"Monday, November 8, 2021","Sunday, May 16, 2021","Saturday, August 14, 2021",Charged Off,"Tuesday, September 14, 2021",1053988,Debt consolidation,C1, 60 months,Not Verified,40800,0.1762,257.06,0.1299,11300,21,9254,2021,11,November,4,Middle Income,High Interest,Moderate DTI,Long Term Employee
1020966,Alabama,INDIVIDUAL,10+ years,Ala. Council On Human Relations,C,MORTGAGE,"Thursday, November 11, 2021","Sunday, May 16, 2021","Friday, May 14, 2021",Charged Off,"Monday, June 14, 2021",1249765,Debt consolidation,C2, 60 months,Not Verified,60000,0.1058,280.91,0.1427,12000,29,7865,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
656009,California,INDIVIDUAL,10+ years,Surgical West Inc,C,MORTGAGE,"Monday, November 1, 2021","Sunday, May 16, 2021","Thursday, November 4, 2021",Charged Off,"Friday, November 5, 2021",839031,Debt consolidation,C2, 60 months,Not Verified,155004,0.1496,318.98,0.1306,14000,41,1610,2021,11,November,4,High Income,High Interest,Moderate DTI,Long Term Employee
867829,Michigan,INDIVIDUAL,10+ years,Materion Brush,D,MORTGAGE,"Tuesday, November 9, 2021","Sunday, May 16, 2021","Thursday, December 9, 2021",Charged Off,"Friday, December 10, 2021",1081448,Debt consolidation,D3, 60 months,Not Verified,66000,0.18,368.69,0.1649,15000,24,4423,2021,11,November,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
